datetime,SUSHI-USD,LTC-USD,ALGO-USD,MKR-USD,CELO-USD,ICP-USD,BCH-USD,LINK-USD,DOGE-USD,MATIC-USD,COMP-USD,XTZ-USD,YFI-USD,ADA-USD,SOL-USD,AAVE-USD,XLM-USD,AVAX-USD,XMR-USD,ATOM-USD,EOS-USD,ENJ-USD,SNX-USD,NEAR-USD,1INCH-USD,ZRX-USD,UNI-USD,TRX-USD,DOT-USD,ETH-USD,CRV-USD,ZEC-USD,UMA-USD,RUNE-USD,FIL-USD,BTC-USD,ETC-USD
2024-03-10T21:00:00.000Z,2.041,87.7,0.2624,2762,1.175,14.18,422.9,20.219,0.1708,1.2155,87.2,1.419,9988,0.72,144.089,126.33,0.1405,41.99,146.6,13.211,1.149,0.651,4.349,5.947,0.629,0.78,13.999,0.1342,10.22,3887.8,0.8107,33.8,4.72,8.543,10.59,69231,36.34
2024-03-10T22:00:00.000Z,1.955,86.2,0.2578,2735,1.144,13.81,414.8,20.726,0.167,1.2027,85.9,1.392,9773,0.707,142.096,123.71,0.1377,41.2,145.3,12.973,1.12,0.631,4.24,5.821,0.618,0.787,13.768,0.1339,10.06,3829.3,0.7882,33.1,4.58,8.322,10.42,68490,35.65
2024-03-10T23:00:00.000Z,2.011,87.4,0.2631,2832,1.168,14.16,423.9,21.808,0.1703,1.2302,88,1.424,9941,0.718,144.504,126.99,0.1398,42.09,146.8,13.207,1.147,0.645,4.382,5.973,0.644,0.803,14.233,0.1339,10.29,3883.5,0.821,33.7,4.64,8.578,10.72,69032,36.2
2024-03-11T00:00:00.000Z,1.933,85.7,0.2558,2693,1.13,13.8,412.5,21.609,0.165,1.1956,85.8,1.377,9729,0.703,140.624,123.5,0.1375,41.13,143.4,12.956,1.116,0.618,4.25,5.81,0.615,0.805,14.013,0.1335,10.1,3831,0.7935,32.8,4.59,8.383,10.41,68172,34.55
2024-03-11T01:00:00.000Z,1.932,86,0.2564,2688,1.136,13.85,412.6,21.443,0.1647,1.1871,85.8,1.391,9679,0.702,138.807,123.28,0.1373,41,144.6,13.032,1.124,0.619,4.15,6.097,0.612,0.81,14.087,0.1335,10.15,3824.3,0.7867,33,4.64,8.428,10.33,68380,34.91
2024-03-11T02:00:00.000Z,1.937,86.2,0.2579,2658,1.146,13.88,415.4,21.673,0.1647,1.1972,86.2,1.401,9759,0.704,139.207,126.8,0.1384,41.24,144.9,13.089,1.132,0.621,4.198,6.232,0.621,0.851,14.062,0.1328,10.2,3839.5,0.7948,33,4.65,8.414,10.44,68373,35.17
2024-03-11T03:00:00.000Z,1.923,86.9,0.2629,2663,1.155,14,415.9,21.249,0.1664,1.198,86.4,1.422,9862,0.714,141.241,129.96,0.1401,41.6,144.7,13.235,1.146,0.629,4.226,6.699,0.622,0.801,14.208,0.1329,10.37,3872,0.8157,33.1,4.73,8.571,10.56,68664,35.37
2024-03-11T04:00:00.000Z,1.94,86.9,0.2689,2637,1.153,13.98,416,21.273,0.167,1.1913,86.2,1.433,9879,0.711,140.61,130.04,0.1416,41.51,145.5,13.452,1.159,0.625,4.258,6.828,0.621,0.826,14.06,0.1331,10.42,3860,0.8102,32.8,4.71,8.755,10.49,68611,35.58
2024-03-11T05:00:00.000Z,1.936,86.8,0.2688,2627,1.155,14.02,414.1,21.338,0.1677,1.1955,86.3,1.434,9930,0.712,140.662,129.32,0.1413,41.59,144.4,13.327,1.156,0.626,4.282,7.093,0.622,0.842,14.036,0.1331,10.33,3851.7,0.8044,33.1,4.8,8.714,10.45,68602,35.48
2024-03-11T06:00:00.000Z,1.95,87.5,0.2735,2630,1.161,14.08,417.2,21.291,0.1698,1.2039,86.6,1.444,10009,0.722,143.69,131.97,0.1423,41.99,144.4,13.432,1.166,0.633,4.315,7.021,0.628,0.9,14.105,0.1329,10.43,3890.9,0.8136,33.1,4.75,8.835,10.49,69383,35.18
2024-03-11T07:00:00.000Z,2.003,90.2,0.2735,2663,1.182,14.35,438.5,21.38,0.1769,1.2223,88,1.451,10159,0.735,148.35,132.75,0.1439,42.87,145.1,13.57,1.181,0.641,4.322,6.837,0.634,1.037,14.326,0.1334,10.55,4014.7,0.8194,33.8,4.7,9.284,10.78,71226,36.93
2024-03-11T08:00:00.000Z,2.024,93.3,0.2805,2673,1.194,14.38,442.7,21.506,0.1759,1.2259,89,1.458,10314,0.74,149.466,134.45,0.1462,44.25,146,13.659,1.188,0.65,4.385,6.908,0.636,1.025,14.359,0.1335,10.69,4024.4,0.8214,32.6,4.81,9.308,10.91,71374,37.03
2024-03-11T09:00:00.000Z,2.01,94.9,0.2956,2657,1.201,14.44,445.6,21.573,0.1782,1.2276,90.2,1.475,10376,0.744,149.242,137.34,0.1472,45.03,144.8,13.799,1.194,0.658,4.458,7.192,0.644,1.026,14.411,0.1336,10.89,4045.6,0.8263,33.2,4.75,9.434,11.13,71909,37.37
2024-03-11T10:00:00.000Z,1.994,94.8,0.2868,2619,1.201,14.36,442.9,21.409,0.1765,1.2258,89.8,1.462,10209,0.741,148.646,136.07,0.1461,45.88,145.6,13.714,1.19,0.65,4.417,6.98,0.641,1.018,14.275,0.1336,10.78,4031.1,0.8344,33.1,4.66,9.246,11.19,71593,37.12
2024-03-11T11:00:00.000Z,1.991,94.9,0.2835,2617,1.185,14.31,443.6,21.391,0.1754,1.2229,88.9,1.456,10155,0.739,148.531,135.87,0.1453,46.27,144.8,13.581,1.186,0.658,4.464,6.995,0.645,1.012,14.268,0.1332,10.77,4037.4,0.8348,32.9,4.63,9.143,11.13,71626,37.22
2024-03-11T12:00:00.000Z,1.986,95.9,0.2894,2623,1.262,14.46,442.9,21.61,0.1771,1.2213,89.4,1.466,10220,0.741,149.318,136.58,0.147,46.46,145.2,13.592,1.19,0.663,4.509,6.947,0.646,1.025,14.324,0.1335,10.76,4058.9,0.8359,33.2,4.63,9.189,11.38,72091,37.54
2024-03-11T13:00:00.000Z,1.96,95,0.2889,2624,1.677,14.35,434.9,21.176,0.1721,1.2079,87.8,1.46,10121,0.733,147.055,134.21,0.1441,46.34,143.8,13.376,1.173,0.655,4.405,7.043,0.641,0.955,14.191,0.1325,10.72,4025.3,0.8211,32.9,4.64,8.98,11.13,71632,36.8
2024-03-11T14:00:00.000Z,1.968,97.5,0.2892,2621,1.672,14.69,436.8,21.172,0.1743,1.2075,88.6,1.494,10160,0.735,147.38,134.99,0.1455,47.81,143.7,13.558,1.192,0.674,4.435,7.025,0.649,0.9,14.123,0.1321,10.83,4038.8,0.8225,33.1,4.61,9.073,11.21,72286,37.02
2024-03-11T15:00:00.000Z,2.034,101.4,0.2852,2597,1.675,14.76,436.4,21.253,0.1744,1.2064,89.3,1.482,10223,0.76,147.284,132.96,0.1573,46.81,143.9,13.582,1.212,0.668,4.429,6.918,0.652,0.862,14.254,0.1325,10.89,4023,0.8226,33.2,4.62,9.038,11.18,72132,37.43
2024-03-11T16:00:00.000Z,2.035,103.9,0.2886,2577,1.599,14.64,443.4,21.159,0.1746,1.2136,90.5,1.498,10243,0.762,147.124,134.81,0.1565,46.82,143.8,13.718,1.23,0.664,4.472,6.801,0.652,0.837,14.175,0.1324,10.97,4044.1,0.82,33.7,4.63,9.163,11.18,72677,38.03
2024-03-11T17:00:00.000Z,2.013,105.1,0.2895,2609,1.657,14.78,446.9,21.164,0.1738,1.2119,91.4,1.513,10244,0.767,147.319,134,0.161,47.11,143.7,13.674,1.224,0.66,4.644,6.861,0.654,0.84,14.144,0.133,10.99,4043.8,0.8264,34.4,4.63,9.102,11.08,72640,37.77
2024-03-11T18:00:00.000Z,2.054,104.4,0.2926,2613,1.668,14.97,445.3,21.406,0.1761,1.219,91.7,1.524,10507,0.774,147.578,135.21,0.1574,48.03,145,13.768,1.24,0.666,4.672,6.894,0.658,0.838,14.218,0.1331,11.24,4063,0.8327,34.2,4.69,9.127,11.12,72610,37.94
2024-03-11T19:00:00.000Z,2.041,105,0.2936,2602,1.715,14.76,443.1,21.168,0.1742,1.21,91.2,1.512,10386,0.775,146.863,134.09,0.1601,47.47,143.9,13.666,1.243,0.661,4.605,6.833,0.666,0.826,14.118,0.1332,11.06,4036,0.8281,34.5,4.66,9.171,10.95,72003,37.82
2024-03-11T20:00:00.000Z,2.041,105.4,0.3007,2591,1.719,15.13,445,21.262,0.1752,1.2167,92.3,1.52,10465,0.774,147.554,135.17,0.1593,49,145.8,13.771,1.26,0.664,4.652,6.793,0.671,0.823,14.271,0.1334,11.17,4034.7,0.8363,34.6,4.72,9.41,11.08,72192,37.87
2024-03-11T21:00:00.000Z,2.059,105.7,0.2976,2593,1.692,15.28,452.2,21.394,0.1787,1.2277,91.8,1.531,10502,0.781,148.594,135.77,0.1584,48.6,146.6,13.877,1.255,0.664,4.706,6.759,0.669,0.838,14.344,0.1335,11.22,4059,0.84,35,4.72,9.836,11.2,72642,38.14
2024-03-11T22:00:00.000Z,2.053,104.5,0.2945,2605,1.742,15.14,448.3,21.47,0.177,1.2416,92,1.529,10465,0.785,147.944,134.95,0.1586,49,146.6,13.752,1.243,0.66,4.703,6.627,0.667,0.826,14.55,0.1338,11.16,4073.1,0.8418,35.1,4.71,9.938,11.17,72534,38.3
2024-03-11T23:00:00.000Z,2.077,104.1,0.2921,2607,1.761,15.05,449.1,21.315,0.1825,1.2429,92.5,1.532,10463,0.776,148.947,136.62,0.1574,49,145.8,13.754,1.234,0.664,4.741,6.711,0.664,0.825,14.449,0.134,11.06,4071,0.8562,34.9,4.7,9.973,11.2,72193,38.11
2024-03-12T00:00:00.000Z,2.06,102.1,0.2916,2627,1.697,15.03,440.2,21.177,0.1782,1.2361,93.6,1.525,10573,0.767,147.389,136.77,0.1551,48.19,144.4,13.629,1.231,0.664,4.846,6.81,0.66,0.824,14.33,0.134,10.91,4062.5,0.8489,34.8,4.71,9.663,11.03,72080,37.76
2024-03-12T01:00:00.000Z,2.072,102.5,0.2936,2615,1.669,15.06,441.1,21.129,0.1776,1.2317,92.5,1.544,10617,0.766,149.039,135.33,0.1555,48.69,144,13.751,1.229,0.666,4.846,6.772,0.662,0.83,14.442,0.1343,10.96,4067.2,0.8397,34.8,4.78,9.509,11.11,72520,37.76
2024-03-12T02:00:00.000Z,2.081,100.8,0.2923,2624,1.657,15.12,439.8,21.159,0.1769,1.24,92.2,1.552,10649,0.772,151.532,136.84,0.1552,50.63,144,13.786,1.23,0.666,4.837,6.795,0.664,0.84,14.562,0.1335,11.1,4057.1,0.8427,35.1,4.81,9.631,11.07,72257,37.65
2024-03-12T03:00:00.000Z,2.019,99.1,0.2878,2594,1.627,14.66,432.3,20.829,0.174,1.2145,90.5,1.528,10638,0.76,150.995,134.27,0.152,48.07,144.3,13.609,1.21,0.648,4.748,6.858,0.652,0.857,14.286,0.1333,10.9,4034.4,0.8349,34.3,4.79,9.549,10.85,71706,37.15
2024-03-12T04:00:00.000Z,2.06,99.5,0.2888,2623,1.64,14.73,434.2,20.755,0.1746,1.2169,90.9,1.545,10602,0.765,153.617,135.49,0.1523,48.45,144.4,13.725,1.223,0.657,4.748,7.038,0.653,0.885,14.413,0.1333,10.89,4042.3,0.8415,34.3,4.82,9.55,10.99,71876,37.11
2024-03-12T05:00:00.000Z,2.039,100.3,0.2885,2615,1.64,14.76,436.3,20.827,0.1746,1.2122,90.9,1.537,10536,0.764,154.457,134.21,0.1526,48.98,145.1,13.721,1.219,0.66,4.734,6.905,0.654,0.926,14.408,0.133,10.93,4046.5,0.845,34.2,4.72,9.713,10.96,72067,37.27
2024-03-12T06:00:00.000Z,2.078,99.2,0.2862,2609,1.614,14.59,433.4,20.64,0.1733,1.2007,90.2,1.526,10417,0.756,153.598,133.98,0.1511,48.18,145.8,13.542,1.211,0.649,4.716,6.832,0.643,0.99,14.234,0.1326,10.83,4035.6,0.8271,33.8,4.7,9.617,10.89,72330,37
2024-03-12T07:00:00.000Z,2.033,98.9,0.2833,2586,1.58,14.43,428.7,20.59,0.1729,1.191,90,1.527,10356,0.756,152.246,132.61,0.1527,47.77,146.3,13.473,1.213,0.643,4.692,7.081,0.641,0.989,14.112,0.1327,10.74,4034.3,0.8176,34,4.7,9.754,10.86,72216,37.14
2024-03-12T08:00:00.000Z,2.005,97.6,0.2785,2551,1.541,14.15,423.6,20.293,0.1701,1.1716,88.2,1.498,10192,0.743,150.099,129.8,0.1494,47.2,143.8,13.199,1.182,0.634,4.583,6.849,0.631,0.945,13.835,0.1318,10.54,3991.5,0.8018,33.1,4.6,9.584,10.56,71788,36.42
2024-03-12T09:00:00.000Z,2.025,97.9,0.2823,2552,1.517,14.35,425.5,20.502,0.1708,1.1897,90.5,1.521,10348,0.746,151.874,131.5,0.1506,47.55,145.8,13.33,1.201,0.643,4.724,7.161,0.643,0.965,13.995,0.1319,10.71,4014.4,0.8124,33.4,4.64,9.635,10.75,72017,36.81
2024-03-12T10:00:00.000Z,2.014,97.7,0.2837,2566,1.526,14.37,426.8,20.567,0.1706,1.1878,90.8,1.508,10457,0.748,150.83,131.03,0.1496,48,147,13.381,1.181,0.644,4.765,7.163,0.64,1.005,14.043,0.132,10.63,4012.4,0.8081,33.6,4.7,9.668,10.72,71918,36.6
2024-03-12T11:00:00.000Z,1.987,97.9,0.2837,2558,1.545,14.13,431.4,20.509,0.1713,1.1905,90.5,1.492,10384,0.749,150.58,130.08,0.15,47.98,145.2,13.325,1.17,0.642,4.727,7.056,0.637,0.983,14.126,0.1327,10.63,4026.9,0.8041,33.3,4.75,9.704,10.71,72164,36.87
2024-03-12T12:00:00.000Z,1.981,98.8,0.2844,2553,1.545,14.28,430.2,20.585,0.172,1.1942,90.1,1.481,10354,0.753,151.493,130.91,0.1508,48.93,143.9,13.428,1.184,0.649,4.785,7.186,0.643,1.026,14.044,0.132,10.67,4025.8,0.811,33.5,4.94,10.135,10.77,72277,36.92
2024-03-12T13:00:00.000Z,1.996,97.7,0.2901,2552,1.556,14.32,429.8,20.605,0.1715,1.1895,89,1.503,10328,0.75,150.466,131.4,0.1495,50.69,145.1,13.448,1.183,0.647,4.812,7.397,0.646,1.044,14.085,0.1322,10.74,4028.5,0.8112,33.4,5.11,10.002,10.76,72368,36.52
2024-03-12T14:00:00.000Z,1.983,97,0.2873,2500,1.56,14.16,425.7,20.338,0.1688,1.1756,88.3,1.485,10252,0.74,149.102,129.66,0.1488,49.32,143.7,13.308,1.17,0.636,4.705,7.103,0.634,1.001,13.934,0.1319,10.57,3984.5,0.8038,33,4.8,9.788,10.6,71700,36.87
2024-03-12T15:00:00.000Z,1.998,96.7,0.2928,2486,1.545,14.34,430.9,20.537,0.1702,1.1884,89,1.509,10350,0.747,150.449,131.65,0.1497,53.85,145,13.444,1.184,0.661,4.791,7.486,0.641,0.991,14.171,0.1323,10.68,3992.4,0.8173,33.3,4.91,9.9,10.66,71748,36.72
2024-03-12T16:00:00.000Z,1.941,96.3,0.287,2490,1.525,14.11,426.8,20.094,0.1666,1.161,86.2,1.474,10140,0.732,146.403,128.53,0.1471,52.87,145.6,13.312,1.15,0.637,4.641,7.291,0.627,0.969,13.819,0.1315,10.47,3931.9,0.7899,32.7,5.07,9.605,10.44,70558,36.19
2024-03-12T17:00:00.000Z,1.95,96.8,0.2938,2514,1.535,14.2,424,20.299,0.1656,1.1629,86.9,1.467,10124,0.737,147.649,130.2,0.1475,54.58,145.4,13.296,1.159,0.646,4.761,7.637,0.634,0.996,13.72,0.131,10.59,3954,0.7993,32.8,4.98,9.797,10.59,71165,36.18
2024-03-12T18:00:00.000Z,1.954,97.2,0.3039,2525,1.54,14.33,425.5,20.44,0.1665,1.1745,87.2,1.499,10168,0.739,149.393,132.17,0.1484,56.78,144.8,13.406,1.16,0.65,4.931,7.788,0.639,0.993,13.875,0.1313,10.7,3971.1,0.8084,33,4.88,9.911,10.72,71389,36.43
2024-03-12T19:00:00.000Z,2.016,98.4,0.3176,2727,1.562,14.58,429.7,20.747,0.1676,1.1765,88.6,1.537,10228,0.748,150.207,134.39,0.1496,57.08,144.8,13.449,1.177,0.656,4.93,7.804,0.651,0.994,14.002,0.1316,10.8,3983.8,0.8294,33.9,4.96,9.771,10.78,71396,36.78
2024-03-12T20:00:00.000Z,1.982,97,0.3093,2629,1.561,14.35,425.2,20.591,0.1655,1.1652,87.2,1.538,10110,0.739,148.391,134.16,0.1487,55.92,145.6,13.341,1.161,0.645,5.152,7.847,0.64,0.989,13.851,0.1315,10.61,3953.7,0.8215,33.5,4.89,10.027,10.63,71116,36.37
2024-03-12T21:00:00.000Z,2.027,97.4,0.3171,2610,1.548,14.43,420.8,20.471,0.1653,1.1648,87.4,1.541,10137,0.74,147.545,133.75,0.1491,55.37,145,13.294,1.173,0.648,5.089,7.922,0.646,0.961,13.899,0.1312,10.61,3943,0.8177,33.6,4.98,10.092,10.69,70892,36.3
2024-03-12T22:00:00.000Z,2.038,97.7,0.3136,2603,1.533,14.64,426.6,20.551,0.1663,1.1673,87,1.554,10141,0.745,148.562,135.12,0.1491,55.02,145.1,13.371,1.17,0.645,5.126,7.836,0.652,0.949,14.004,0.1312,10.68,3953.8,0.8218,33.6,4.93,10.229,10.81,71208,36.45
2024-03-12T23:00:00.000Z,2.061,97.6,0.3174,2640,1.535,14.72,434.7,20.748,0.1684,1.1832,87.8,1.558,10239,0.749,151.267,135.43,0.1493,55.63,145.4,13.42,1.185,0.65,5.097,8.093,0.658,0.938,14.073,0.1314,10.75,3983.6,0.8328,33.9,5.05,10.485,10.92,71503,36.88
2024-03-13T00:00:00.000Z,2.055,97.7,0.3114,2679,1.489,14.63,429,20.565,0.1676,1.1804,87.5,1.528,10303,0.749,150.256,134.65,0.1494,54.99,146.6,13.474,1.182,0.653,5.132,8.242,0.657,0.923,13.996,0.1312,10.72,3981.7,0.8261,34.7,5.01,10.602,10.8,71441,36.68
2024-03-13T01:00:00.000Z,2.084,98.7,0.3113,2862,1.497,14.75,433.1,20.793,0.1704,1.1945,88.9,1.542,10410,0.756,150.376,135.85,0.1508,54.19,144.6,13.582,1.194,0.656,5.224,8.23,0.664,0.922,14.195,0.1316,10.81,4027.3,0.8389,35.6,5.13,11.028,10.83,72078,37.08
2024-03-13T02:00:00.000Z,2.125,98.4,0.309,2881,1.496,14.83,434.1,20.842,0.1731,1.2011,89,1.537,10485,0.755,149.978,135.7,0.1511,53.93,146.4,13.636,1.209,0.659,5.066,8.269,0.67,0.957,14.24,0.132,10.86,4039,0.8361,35.5,5.12,11.246,10.84,72037,37.16
2024-03-13T03:00:00.000Z,2.117,98.3,0.3093,2796,1.493,14.65,436.6,20.724,0.1719,1.2113,90.3,1.542,10430,0.752,149.484,139.01,0.1513,53.43,146.6,13.61,1.206,0.667,5.13,8.479,0.673,0.929,14.364,0.1318,10.95,4048.9,0.8408,35.4,5.14,11.237,10.73,72096,37.09
2024-03-13T04:00:00.000Z,2.096,97.6,0.3075,2756,1.484,14.68,452.4,20.639,0.1724,1.2076,89.6,1.539,10379,0.752,150.205,142.35,0.151,53.61,146.9,13.525,1.21,0.657,5.073,8.279,0.673,0.928,14.387,0.1318,10.88,4048.1,0.84,35,5,11.284,10.73,72277,37.31
2024-03-13T05:00:00.000Z,2.076,98,0.3087,2733,1.484,14.6,448.4,20.656,0.172,1.2022,89.8,1.54,10377,0.755,151.852,142.5,0.1516,53.15,147.1,13.578,1.21,0.658,5.141,8.123,0.673,0.928,14.343,0.1318,10.9,4041.5,0.8318,35.1,4.96,11.222,10.8,72211,37.18
2024-03-13T06:00:00.000Z,2.061,98.5,0.309,2758,1.497,14.83,449.5,20.844,0.1723,1.2152,91.2,1.556,10471,0.761,152.583,146.34,0.1522,54.23,146.9,13.725,1.21,0.665,5.195,7.92,0.692,0.924,14.519,0.1321,10.97,4055.3,0.8554,35.1,5.03,11.244,10.95,72743,37.48
2024-03-13T07:00:00.000Z,2.061,98.3,0.3127,2786,1.491,14.76,446.7,20.815,0.1727,1.2082,91.7,1.554,10412,0.764,150.811,147.65,0.1526,53.98,146.7,13.681,1.213,0.668,5.161,7.967,0.7,0.929,14.52,0.1323,11,4045.6,0.8595,34.8,5.02,11.015,10.97,72957,37.38
2024-03-13T08:00:00.000Z,2.064,98.7,0.3152,2795,1.485,14.9,446.8,20.877,0.173,1.2234,92.5,1.549,10463,0.771,152.628,148.96,0.1536,54.29,146,13.679,1.213,0.677,5.194,7.928,0.694,0.948,14.55,0.1323,11.2,4069.6,0.8631,34.7,4.99,11.332,11.13,73540,37.41
2024-03-13T09:00:00.000Z,2.048,98.4,0.3176,2809,1.501,14.64,444.8,20.889,0.1716,1.2298,91.2,1.541,10332,0.765,152.185,149.43,0.1522,53.9,145.4,13.762,1.203,0.668,5.081,7.874,0.687,0.94,14.36,0.1324,11.21,4058.2,0.8626,34.4,4.94,11.413,11.06,73458,37.22
2024-03-13T10:00:00.000Z,2.03,97.7,0.3232,2816,1.492,14.61,442.7,20.861,0.1704,1.2443,92.6,1.528,10325,0.762,152.942,149.13,0.1522,53.97,144.9,13.69,1.199,0.669,5.11,7.893,0.691,0.934,14.333,0.1318,11.13,4061.5,0.8725,34.7,4.92,11.36,10.99,73394,37.12
2024-03-13T11:00:00.000Z,2.036,97.4,0.3183,2817,1.471,14.43,443.6,20.743,0.1705,1.2519,95,1.521,10295,0.759,154.029,150.94,0.151,53.96,145.7,13.666,1.193,0.66,5.072,8.058,0.683,0.93,14.297,0.1319,11.04,4055.5,0.8721,34.6,4.92,11.357,10.85,73187,37.01
2024-03-13T12:00:00.000Z,2.054,97.6,0.3268,2842,1.472,14.34,439.9,20.649,0.1699,1.269,93.2,1.52,10266,0.761,153.2,147.67,0.1512,54.29,145.6,13.654,1.193,0.657,5.005,7.955,0.68,0.941,14.285,0.1316,10.98,4015.1,0.8663,34.1,4.98,11.245,10.8,72919,36.8
2024-03-13T13:00:00.000Z,1.991,95.4,0.3194,2806,1.445,14.23,432,20.428,0.1672,1.2641,90.4,1.495,10087,0.748,151.474,145.75,0.1486,54.14,144.6,13.425,1.176,0.638,4.908,7.948,0.666,0.945,13.925,0.1312,10.81,3978.7,0.8504,33.5,4.82,11.06,10.58,72253,36.02
2024-03-13T14:00:00.000Z,1.942,95.2,0.3136,2769,1.447,14.18,425.7,20.334,0.1662,1.2621,90.5,1.488,10039,0.743,155.493,143.18,0.1472,52.88,144.7,13.345,1.158,0.631,4.877,7.7,0.666,0.96,13.916,0.1317,10.72,3972,0.8397,33.4,4.88,10.793,10.71,72477,36.12
2024-03-13T15:00:00.000Z,1.988,96.1,0.3209,2771,1.458,14.32,432.2,20.421,0.167,1.2757,90.5,1.502,10090,0.748,157.54,141.95,0.1478,53.72,144.6,13.553,1.167,0.636,4.883,7.871,0.673,0.949,13.983,0.1316,10.82,3967,0.8427,33.4,4.86,10.821,10.71,72718,36.28
2024-03-13T16:00:00.000Z,2.012,96.5,0.3205,2799,1.457,14.39,434.2,20.414,0.1692,1.2743,91.4,1.502,10199,0.749,158.758,142.72,0.1495,53.97,146.5,13.577,1.175,0.642,4.894,7.815,0.681,0.977,14.082,0.1318,10.85,3988.5,0.847,33.7,4.87,10.728,10.66,73087,36.45
2024-03-13T17:00:00.000Z,2.02,95.9,0.3209,2816,1.486,14.31,434.6,20.336,0.168,1.2746,91.2,1.511,10202,0.75,159.6,145.14,0.1499,54.19,147.5,13.706,1.177,0.64,4.932,7.861,0.68,0.996,14.084,0.132,10.87,3986.9,0.8559,33.6,4.9,10.856,10.6,72941,36.31
2024-03-13T18:00:00.000Z,2.049,96.6,0.3231,2849,1.476,14.37,436.7,20.484,0.1691,1.2775,91.9,1.526,10260,0.754,161.572,144.05,0.1504,54.84,147.1,13.803,1.177,0.645,4.981,7.98,0.685,0.994,14.206,0.132,11.03,4009.8,0.8638,33.9,4.91,10.79,10.54,73240,36.55
2024-03-13T19:00:00.000Z,2.043,96.5,0.3186,2869,1.46,14.29,433.8,20.472,0.1692,1.2749,90.2,1.52,10257,0.754,161.74,143.43,0.1497,54.21,146.8,13.788,1.177,0.641,4.933,7.915,0.685,1.015,14.195,0.1321,11.06,4006.8,0.8664,34.4,4.92,10.593,10.54,73466,36.51
2024-03-13T20:00:00.000Z,2.054,96.1,0.3177,2887,1.458,14.27,436.6,20.368,0.1688,1.2627,90,1.518,10217,0.751,160.179,142.47,0.1492,53.59,145.2,13.733,1.174,0.638,4.892,7.841,0.68,0.997,14.09,0.1318,11,3993.7,0.865,34.7,4.91,10.523,10.48,73169,36.39
2024-03-13T21:00:00.000Z,2.066,97,0.3209,2932,1.461,14.36,438.4,20.515,0.1693,1.2676,90.4,1.528,10268,0.753,166.095,143.3,0.1496,55.34,147,13.931,1.179,0.641,4.95,7.928,0.681,1.016,14.194,0.1317,11.03,4008.7,0.8638,34.6,4.91,10.748,10.44,73348,36.57
2024-03-13T22:00:00.000Z,2.058,96.8,0.317,2919,1.465,14.39,440.4,20.586,0.1683,1.2626,90.4,1.531,10282,0.757,163.779,142.61,0.1502,54.36,149,13.995,1.183,0.637,4.939,7.787,0.68,1.012,14.167,0.132,11.04,3986.5,0.8593,34.5,4.94,10.556,10.54,73037,36.51
2024-03-13T23:00:00.000Z,2.068,97.4,0.3189,2902,1.478,14.52,443,20.787,0.1692,1.2715,91,1.541,10338,0.765,164.095,143.1,0.151,54.88,150.1,14.137,1.186,0.638,4.961,7.786,0.686,1.094,14.221,0.1321,11.4,4009.3,0.8651,34.8,4.92,10.656,10.65,73110,36.58
2024-03-14T00:00:00.000Z,2.057,96.3,0.3148,2924,1.465,14.5,437,20.668,0.1671,1.2743,89.8,1.52,10254,0.758,168.035,141.26,0.1495,56.4,149.3,13.896,1.172,0.632,4.932,7.792,0.678,1.054,14.237,0.1321,11.31,3979.4,0.8636,34.5,4.91,10.617,10.63,72909,36.26
2024-03-14T01:00:00.000Z,2.02,96.9,0.3168,2925,1.461,14.64,443.5,20.82,0.1673,1.2641,90.7,1.523,10268,0.76,166.215,141.01,0.15,57.74,149.6,13.94,1.181,0.638,4.987,7.862,0.678,1.071,14.41,0.1321,11.21,3989.3,0.869,34.3,4.9,10.905,10.59,72998,36.28
2024-03-14T02:00:00.000Z,2.009,96.5,0.3136,2894,1.463,14.42,440.2,20.681,0.1688,1.2669,90.3,1.533,10265,0.76,165.316,143.92,0.1495,58.74,150.1,13.896,1.179,0.639,4.944,7.892,0.678,1.073,14.334,0.1316,11.18,3988.4,0.8727,34.8,4.91,11.095,10.54,73085,36.18
2024-03-14T03:00:00.000Z,2.007,96,0.3137,2862,1.445,14.23,440.1,20.67,0.1731,1.253,89.9,1.527,10202,0.761,167.748,142.4,0.1492,57.81,150.9,13.77,1.176,0.636,4.882,7.841,0.672,1.074,14.223,0.1316,11.19,3997.6,0.8615,34.5,4.83,11.181,10.54,73324,36.15
2024-03-14T04:00:00.000Z,1.98,95,0.3113,2868,1.428,14.12,436.5,20.406,0.1789,1.2419,88.7,1.509,10116,0.749,166.729,139.97,0.1477,56.24,149.9,13.621,1.171,0.626,4.821,7.924,0.665,1.087,13.973,0.1312,11.06,3962.5,0.8491,34.6,4.77,10.783,10.42,73032,35.75
2024-03-14T05:00:00.000Z,1.995,96.2,0.3125,2831,1.443,14.16,439.9,20.526,0.185,1.2429,89.4,1.513,10191,0.756,166.841,139.84,0.1489,55.88,149.6,13.65,1.161,0.638,4.864,7.97,0.672,1.206,14.045,0.1311,11.14,3973.9,0.868,34.6,4.8,10.796,10.51,73217,36.09
2024-03-14T06:00:00.000Z,1.977,96.2,0.3145,2809,1.444,14.21,440.1,20.464,0.1884,1.2412,89.4,1.513,10195,0.762,169.226,141.05,0.1484,55.57,148.7,13.755,1.173,0.641,4.831,7.76,0.673,1.245,14.11,0.1308,11.18,3985.4,0.8683,34.5,4.8,10.61,10.58,73665,36.2
